9.568022619316512989e-01,1.964553251523640354e+00,4.888364652654046405e-01,8.563446527331463054e-01,5.551850795745849609e-01,6.902825187147698660e-02,5.046237162600000000e+11,4.867369775635315560e-02,7.494854637981830658e-02,9.762181856112954748e-01,1.008552906107842428e+00,1.059392484397526646e+00,7.757301866586580052e-01,1.604650182678456272e+00,1.603787580231127219e+00,3.673112846272934551e-01,-3.687724783132873293e-06,5.668850575494518296e+01,5.668777274791267473e+01,-2.743595385039598966e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,3.428000601387569191e+01,0.000000000000000000e+00,-9.787855442077455503e-01,4.283213934967355918e-02,1.000000000000000000e+01,2.091712084247311365e-01,2.789621690697691725e-01,2.996252395018048631e-01,1.820089582610026069e-01,8.881784197001252508e-18,5.000000000000000000e-01,-2.433899453789264555e+01,0.000000000000000000e+00,-9.799157968894098847e-01,3.999999999999999389e-02,1.000000000000000000e+01,2.317145277164150974e-01,2.486382670540497608e-01,3.123354290725286475e-01,3.869166076910576790e-01,0.000000000000000000e+00
7.828641152341061504e-01,1.364411826254949611e+00,4.830696904721442086e-01,9.329620741995481303e-01,4.125895202159881592e-01,8.434937995198332761e-02,2.576488375050000000e+11,7.609661318490761051e-02,1.052494708393125061e-01,9.180204324121111759e-01,1.051675140192485536e+00,7.789448257755067218e-01,6.496777916665750219e-01,1.606106828030753331e+00,1.603237447891178169e+00,3.731755025582426111e-01,1.598721599373487665e-08,5.643438801430527718e+01,5.643093243355902899e+01,-1.151278363437951491e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,2.847469621133725326e+01,0.000000000000000000e+00,-7.749171899859780277e-02,4.431133246120622787e-02,1.042834869960972100e+01,1.746511919003986835e-01,2.852936327461426114e-01,2.348077735036138702e-01,3.768393171735354152e-01,-1.564480973599748428e-02,5.000000000000000000e-01,-2.274432594548407849e+01,0.000000000000000000e+00,3.451719337904317619e-01,1.822240204958094217e-02,7.365473796804986151e+00,2.346336343805609514e-01,2.316563987432663230e-01,3.083763052535887228e-01,2.654251836007516796e-01,0.000000000000000000e+00
6.257733483403377095e-01,2.004280401948838719e+00,5.135365865370780103e-01,5.226792161243710710e-01,6.585676074028015137e-01,6.237969449814129153e-02,5.571341101000000000e+10,4.280590681927400054e-02,6.704092892079278887e-02,9.891986041344662528e-01,1.023666961037199341e+00,1.353581730812056128e+00,9.567808099963025503e-01,1.602846316365668322e+00,1.603592185167761253e+00,3.393993426970519645e-01,-4.660871187108146275e-05,6.663275446358488807e+01,6.662291215696480151e+01,-4.068593586554984398e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.888426575232315940e+01,0.000000000000000000e+00,-9.573874413718723719e-01,5.762956263690636322e-02,1.029798385615808165e+01,2.424628835957821638e-01,3.424541040480355014e-01,4.372084585309990445e-01,3.331019124431133793e-01,1.967178272405575509e-02,5.000000000000000000e-01,-3.449866050297842435e+01,0.000000000000000000e+00,-5.375205500319553131e-01,5.680805964255614821e-02,1.356329830513988988e+01,2.842007114787017952e-01,3.883408369705047547e-01,3.830644366061727868e-01,3.289705488171073000e-01,0.000000000000000000e+00
9.839796538643104107e-01,1.439165258510775702e+00,4.915408762292660660e-01,5.422564065346356932e-01,4.872349649667739868e-01,6.404283266398891339e-02,9.013766590010000000e+11,3.404258957891338061e-02,5.433079022339007413e-02,9.802139484485998810e-01,1.007499965990997337e+00,8.932108313531003096e-01,7.262780821538498133e-01,1.601625215063678942e+00,1.601341937254743941e+00,3.642625187485721838e-01,-7.072722840108352784e-07,5.097818141686597215e+01,5.098343297539824448e+01,-1.261379653843219728e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,2.792396369195848393e+01,0.000000000000000000e+00,-4.061442517959579224e-01,3.983994531695375652e-02,1.009410355988608643e+01,2.147722663350476457e-01,2.752788036826592788e-01,1.977178799939603437e-01,3.262793785079366460e-01,2.896979261178823581e-02,5.000000000000000000e-01,-2.140319688110864149e+01,0.000000000000000000e+00,2.178665148370230176e-01,3.704336857310887299e-02,1.201438084119267735e+01,2.008321823945372064e-01,3.090540352834143523e-01,2.800841054716864953e-01,3.910778189898526103e-01,0.000000000000000000e+00
8.175822542188765363e-01,2.358662581240546174e+00,5.108518574319367289e-01,6.462539378091047837e-01,6.315425634384155273e-01,6.385082765430294405e-02,6.074215703930000000e+11,4.006390192249206783e-02,5.983651972165145855e-02,9.978412721435553356e-01,1.026897786406051338e+00,1.223854774666555567e+00,8.531005734046314126e-01,1.603057463090575174e+00,1.603557782349060545e+00,3.567074336191853878e-01,-2.677611832496739393e-05,6.313686170713715740e+01,6.313704788335846274e+01,-4.176456507712284605e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.430944638577770434e+01,0.000000000000000000e+00,-7.595342477530864223e-01,4.662669339150760789e-02,1.297377916761120176e+01,2.235560738842532758e-01,2.385782616321457938e-01,4.449339496785466030e-01,4.170219865920226088e-01,4.166527396460861093e-02,5.000000000000000000e-01,-2.578291033933790288e+01,0.000000000000000000e+00,7.880277426690045495e-01,4.973742594188328842e-02,1.651213850983257458e+01,2.718663606655256637e-01,2.552086419893137559e-01,4.148720078614934748e-01,2.632623774598793487e-01,0.000000000000000000e+00
1.145694690869510701e+00,2.285584602391340869e+00,5.006370156618538125e-01,6.140017768279542043e-01,6.514060497283935547e-01,6.761540502112139972e-02,3.989352762050000000e+11,3.785350106792757102e-02,5.395942328636794266e-02,1.001259579822706192e+00,9.969873825823959423e-01,1.241805645968841354e+00,8.786625372914808052e-01,1.601247810330656662e+00,1.600043840403960749e+00,3.816293467088365254e-01,-2.557126826580582293e-05,5.420351165020220208e+01,5.421690699522805801e+01,-3.135864170810519980e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,3.772698195674625765e+01,0.000000000000000000e+00,-3.531466266995439973e-01,4.089098121072677616e-02,1.052717534111061326e+01,2.012809911488225856e-01,2.391925300122854092e-01,2.450814225915412536e-01,3.234131088325171710e-01,4.084177859239551678e-02,5.000000000000000000e-01,-2.222456110570752230e+01,0.000000000000000000e+00,1.734984720679020320e+00,4.156469599455352854e-02,1.717581727309097062e+01,2.197422063234329148e-01,2.688568476645649130e-01,1.704606918245130665e-01,3.942448138210841169e-01,0.000000000000000000e+00
1.067132480808297146e+00,2.128344494710693091e+00,5.069831098073324105e-01,7.855242279410619144e-01,4.436219483613967896e-01,9.064583109544244177e-02,2.531656836440000000e+11,4.690007768713075342e-02,9.158892783826548534e-02,9.624415228687768220e-01,1.034453352556873318e+00,8.495627630977996558e-01,6.076955869068956240e-01,1.602835615248604073e+00,1.605330691152628830e+00,2.787418116812335200e-01,-1.196510275108224450e-07,5.472096558671703548e+01,5.472004493417732363e+01,-2.927562719505956679e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,2.808472243119833678e+01,0.000000000000000000e+00,-1.999293226211263930e-01,2.692438891889317384e-02,1.060573132326130086e+01,1.701091755268250016e-01,3.067451070131041457e-01,3.186178731754663596e-01,2.396719674838687086e-01,-6.159813184360327445e-03,5.000000000000000000e-01,-1.894701480096791357e+01,0.000000000000000000e+00,-6.104245331323976398e-01,5.900335139379270927e-02,8.806620866563102723e+00,2.406917917460421330e-01,1.751358236542038260e-01,3.388750118911065257e-01,1.952959873389661372e-01,0.000000000000000000e+00
5.331128042537530698e-01,1.339095317435342158e+00,5.276672045462681426e-01,6.599077584910076899e-01,7.143462300300598145e-01,5.252557153224213238e-02,8.704001490170000000e+11,4.586579000558363428e-02,5.690405188282964682e-02,1.000347435956716158e+00,1.006686702751863338e+00,1.478866288350517255e+00,1.202216597018240352e+00,1.606458238184971243e+00,1.600019837731955441e+00,4.154870397680804350e-01,-1.140905916420191225e-04,6.485880441599040580e+01,6.486347762266197492e+01,-2.087214891551093032e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.774216135889744805e+01,0.000000000000000000e+00,-8.079515350286664566e-01,9.966832179914147938e-02,1.115283612799651181e+01,2.639733774277395195e-01,3.246102060224871355e-01,3.563171777690812281e-01,3.867071654382941426e-01,2.146947802761562871e-02,5.000000000000000000e-01,-3.853126443583734329e+01,0.000000000000000000e+00,1.447341138272169259e+00,4.129725402400706569e-02,1.735303067452448644e+01,2.622031564682947291e-01,4.305200804860650488e-01,5.177780178571085301e-01,5.594598400298192997e-01,0.000000000000000000e+00
5.465453273877358686e-01,2.129409016476658145e+00,5.072677457556979963e-01,5.657680924793635491e-01,5.610005557537078857e-01,7.180624245743105760e-02,7.330498801090000000e+11,5.335055503742430760e-02,7.659702627882536419e-02,9.849159492871697452e-01,1.035207671398846285e+00,1.224442504349013028e+00,8.562428952416929473e-01,1.604692334046380564e+00,1.604632716107130541e+00,3.095774965191678274e-01,-2.431372140740257451e-05,7.007435899226982201e+01,7.007267978886007143e+01,-4.762937036023457438e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.384224428736457213e+01,0.000000000000000000e+00,-1.643689792046857612e+00,5.345009541339263565e-02,1.136191403822313895e+01,2.089087426438034356e-01,2.000185434437907750e-01,5.669332111644247441e-01,1.195108555475890011e-01,3.443568403287908860e-03,5.000000000000000000e-01,-3.916788945230491947e+01,0.000000000000000000e+00,-1.535717804481666837e+00,7.031011990398268463e-02,1.613678970709375804e+01,2.819918006673739486e-01,2.001346981502487576e-01,3.196188357682120396e-01,4.471889923192926553e-01,0.000000000000000000e+00
8.833128931431835085e-01,1.134875757026188259e+00,4.966281629387383489e-01,6.292743199727603987e-01,4.254136830568313599e-01,6.632431148303397084e-02,5.746626935250000000e+11,4.072881413221748209e-02,5.452145340488343678e-02,9.612192875625522603e-01,1.011517535292721481e+00,8.002556743089843660e-01,7.245894684053388879e-01,1.603311092380595326e+00,1.601508990960064605e+00,3.882312115472205671e-01,-1.063016821219797779e-07,5.015071249452442714e+01,5.015693170407286772e+01,-4.781239165640445599e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,2.571191394094883620e+01,0.000000000000000000e+00,-1.302284028043426689e+00,5.747443612872785851e-02,1.011944617583358230e+01,2.000862532977445984e-01,2.982368030152930949e-01,2.421420926396757878e-01,1.868082886576973856e-01,1.662675152866868733e-02,5.000000000000000000e-01,-2.326536719732300185e+01,0.000000000000000000e+00,9.345787991377387804e-01,4.322472841173365804e-02,1.222305811379717966e+01,2.005087847612589402e-01,1.948081270536884957e-01,3.360761841512329706e-01,3.199489311265442115e-01,0.000000000000000000e+00
1.053088196214295502e+00,1.716194147938567838e+00,4.974611967768760579e-01,6.869316416402736492e-01,5.731552541255950928e-01,6.550544181657269593e-02,9.607709072300000000e+11,3.677989679301679055e-02,5.610627737620669381e-02,9.954046084506706915e-01,1.002276600942144436e+00,1.094009526074591232e+00,8.352712352544143792e-01,1.601469663019253531e+00,1.601034336573166961e+00,3.759795187882600254e-01,-4.837572140507590648e-06,5.183822869521991095e+01,5.184557387702200515e+01,-1.963466068080393967e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,3.008138050624459581e+01,0.000000000000000000e+00,4.384977959647753387e-01,3.999999999999999389e-02,1.193624182210614038e+01,2.028763318351650691e-01,2.850057233164446924e-01,2.464373493134714432e-01,3.525510302613792391e-01,2.652049494853187667e-02,5.000000000000000000e-01,-2.157164142038443799e+01,0.000000000000000000e+00,5.573068765006821135e-01,3.999999999999999389e-02,1.198537842858478797e+01,2.000000000000000111e-01,3.382702554374192316e-01,2.371252812569599744e-01,4.127779401127719683e-01,0.000000000000000000e+00
7.445280333649805238e-01,1.599982673132778643e+00,5.151868974631839126e-01,7.616205362280407121e-01,4.494223743677139282e-01,6.757771905108111987e-02,3.531677361410000000e+11,5.366205882480092060e-02,7.676996635429596261e-02,9.461404704532146992e-01,9.589597759144622424e-01,8.484232069965815803e-01,6.589873857513751654e-01,1.605252159172550597e+00,1.606479279946674943e+00,3.378585258592556873e-01,-4.259296090804387096e-07,5.910120439336100873e+01,5.910492917498818599e+01,-2.622167915875201416e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,3.320642126519817339e+01,0.000000000000000000e+00,-4.719044059342998310e-01,4.323015606979007525e-02,1.041520671700556733e+01,2.063770004416029535e-01,2.302864950519930565e-01,3.136581434888293662e-01,2.666700340460698149e-01,-3.050335551136385058e-04,5.000000000000000000e-01,-2.616927631510297658e+01,0.000000000000000000e+00,-1.516558182181154679e-01,6.384469327813574457e-02,1.186275861305706414e+01,2.275784448962410167e-01,3.497692305720910833e-01,3.221701648478505486e-01,3.977009656872692034e-01,0.000000000000000000e+00
6.210631549602666501e-01,1.526418661546716571e+00,4.759637920137038125e-01,9.164621790249106725e-01,5.956094861030578613e-01,6.019455789422245573e-02,6.661498235430000000e+11,5.511139741887184640e-02,8.527779155333316263e-02,9.657306999131133329e-01,9.863477574047604390e-01,1.159395998306099074e+00,9.157275601028068701e-01,1.603166085390357098e+00,1.605948777146389395e+00,3.986952409642586792e-01,-1.582428129075448946e-05,6.395976956196908247e+01,6.395884498359389880e+01,-2.210958643862997874e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.303654323239096868e+01,0.000000000000000000e+00,-2.666076037754105954e-01,4.088670130439386180e-02,1.005055241643009367e+01,1.751761194177213210e-01,2.930039726975482428e-01,4.500275554593892169e-01,3.360622163524541461e-01,1.908658243006318075e-02,5.000000000000000000e-01,-3.259256172571210186e+01,0.000000000000000000e+00,-1.788055634566350083e-01,5.994208485883290027e-02,1.226418410266116510e+01,1.982210325759659053e-01,3.746551626054775985e-01,3.071317251066992826e-01,4.159693302637509360e-01,0.000000000000000000e+00
5.137515938514983782e-01,1.714895331737822604e+00,5.004553654511605387e-01,8.488464484403828170e-01,5.081266015768051147e-01,7.098216942742308078e-02,1.964797113460000000e+11,6.836714226575210662e-02,9.557544135424833609e-02,9.252866565140248634e-01,1.053825973262535909e+00,1.053706899646891015e+00,7.801268257523213956e-01,1.609266919438847143e+00,1.610802920629345492e+00,3.312133678356299904e-01,-5.910730735308944476e-06,6.884581476147035062e+01,6.883738248600509735e+01,-3.519461394023240786e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.456571662286985003e+01,0.000000000000000000e+00,-3.913804298036995810e-01,4.630210108587414636e-02,1.021674555535951967e+01,2.231959316563653650e-01,2.832493183123803160e-01,3.900114226836100539e-01,3.800661171253247872e-01,2.918741494843089118e-03,5.000000000000000000e-01,-4.148532636507701454e+01,0.000000000000000000e+00,-2.715110411130856605e+00,4.370647033907915785e-02,1.011843064004892945e+01,2.718916063434183572e-01,2.009536305538099921e-01,4.324161109465440300e-01,1.766991176090499938e-01,0.000000000000000000e+00
