8.064517556135420984e-01,1.782463221461470404e+00,5.825332190846679303e-01,7.006959723079030367e-01,6.538642346858978271e-01,5.709164406355682342e-02,1.806181561400000000e+10
7.963420529166335138e-01,1.778973211353371831e+00,5.907061929160596359e-01,6.905257120244545632e-01,6.483313441276550293e-01,5.706331977219292195e-02,6.737607290390000000e+11
8.179205315001342180e-01,1.777673665927359536e+00,5.110057266518956975e-01,6.999125616283858875e-01,6.549614071846008301e-01,5.680036791990639156e-02,2.182033579400000000e+10
8.173798984618074748e-01,1.777130052913270530e+00,4.484791583902102419e-01,6.927421257562311752e-01,6.521767079830169678e-01,5.703456002712337103e-02,2.690271642590000000e+11
8.146050276745161467e-01,1.768129334855868873e+00,5.889071506240008969e-01,6.912364304945561866e-01,6.499288678169250488e-01,5.662124891233777380e-02,6.252838256360000000e+11
8.241417590430736295e-01,1.773113047980630297e+00,4.901370086096740741e-01,6.980542017055808568e-01,6.566942632198333740e-01,5.629931263377907502e-02,6.813230239810000000e+11
8.171961619246286279e-01,1.775689886687918051e+00,5.064878097924409017e-01,6.956766917216606894e-01,6.563188731670379639e-01,5.595867443693214316e-02,4.143323804300000000e+11
8.140133797452419051e-01,1.790037144461001706e+00,3.957103216932966183e-01,7.020172323812742254e-01,6.545984148979187012e-01,5.794236359607363163e-02,5.719939998060000000e+11
8.160075353396470943e-01,1.770541678001649410e+00,5.724054956703454877e-01,6.938046088763357711e-01,6.507849693298339844e-01,5.681289450199911162e-02,4.119158617440000000e+11
8.173425688388185062e-01,1.776522192726522453e+00,4.260184506755141376e-01,6.980384207508619765e-01,6.488938331604003906e-01,5.797599485976367983e-02,3.987475108530000000e+11
8.092376874224479488e-01,1.774921182602092307e+00,5.100209701860244360e-01,6.893564626179621291e-01,6.542832255363464355e-01,5.615955018821738864e-02,9.031591639720000000e+11
8.145559029453485200e-01,1.774322574925670137e+00,5.565660218305372720e-01,6.953958944078817428e-01,6.515421271324157715e-01,5.644121434564874917e-02,9.263038649810000000e+11
8.157901025134851603e-01,1.772677616889636987e+00,5.189871857610686146e-01,6.922736273071617985e-01,6.544652879238128662e-01,5.595283018528807162e-02,5.061000494440000000e+11
8.119388481482409103e-01,1.782453574485775238e+00,4.813928928895686021e-01,6.979810433545162729e-01,6.585283875465393066e-01,5.706035071081327903e-02,4.363334488200000000e+11
8.169705653757597386e-01,1.778365434789127342e+00,4.138313929190605700e-01,6.971259342909712498e-01,6.549597382545471191e-01,5.814108670488382646e-02,8.165944169700000000e+11
8.135755481209292483e-01,1.774314167467962333e+00,4.776027781660798777e-01,6.902442831850303939e-01,6.529810130596160889e-01,5.792473666829878187e-02,1.948234511270000000e+11
8.153130829305972327e-01,1.767074545212470094e+00,5.625975743685960317e-01,6.886687136221321115e-01,6.486141681671142578e-01,5.618615432669160636e-02,7.264246071110000000e+11
8.042673071515195060e-01,1.776228766761733358e+00,4.920425360911545587e-01,6.855308950670641055e-01,6.496413648128509521e-01,5.701967865464052654e-02,3.144549257660000000e+11
8.170733827719890430e-01,1.778506511541951163e+00,4.251202449894257995e-01,6.952459943703271916e-01,6.551296710968017578e-01,5.770439535794613661e-02,6.582293630120000000e+11
8.157097806903162995e-01,1.766208412758655921e+00,6.055564587735857707e-01,6.923526053838005012e-01,6.499979197978973389e-01,5.668745145210041247e-02,1.172835458320000000e+11
8.159877841967303480e-01,1.765097581044938302e+00,4.654916367527787147e-01,6.821180895767018360e-01,6.456469893455505371e-01,5.775649710947683424e-02,8.751720096860000000e+11
8.168939377388224621e-01,1.774813553771945829e+00,4.614932795692294754e-01,6.923316237050740618e-01,6.512917876243591309e-01,5.629377153816561563e-02,3.127032527480000000e+11
7.966066287783958311e-01,1.780344782736360765e+00,6.028511136658376568e-01,6.935231547110844996e-01,6.515710651874542236e-01,5.807474408653412468e-02,2.071730549070000000e+11
8.146119886282003897e-01,1.769935406266393674e+00,5.475659019891409018e-01,6.901897773985070650e-01,6.486896872520446777e-01,5.604094834464956598e-02,7.723822585190000000e+11
8.151896399762753598e-01,1.781999376024832715e+00,4.568583513678838859e-01,6.980489122084527764e-01,6.555458903312683105e-01,5.693034105780092613e-02,9.428011906390000000e+11
8.157291068804487510e-01,1.786210340472854874e+00,4.412263755816184796e-01,6.992759783381056193e-01,6.494985222816467285e-01,5.645321171477635236e-02,8.553360196900000000e+10
8.166522883324698334e-01,1.776114693675898248e+00,4.839244500853503439e-01,6.940757446647679574e-01,6.538739502429962158e-01,5.691696092168929688e-02,6.121880741260000000e+11
8.163170556177173909e-01,1.772490579260134425e+00,5.458237078515941754e-01,6.943828093523386480e-01,6.484472155570983887e-01,5.631255781330946064e-02,3.123465258380000000e+11
8.158832142022008904e-01,1.773772723412688324e+00,5.276857901473830381e-01,6.940942286990116061e-01,6.502285897731781006e-01,5.625946358741129583e-02,4.475298972300000000e+10
8.153257958175164077e-01,1.774714742730381101e+00,5.610095353662586382e-01,6.964041038090804658e-01,6.548779010772705078e-01,5.638585655940242525e-02,1.502543741690000000e+11
8.167005555093129754e-01,1.773378051767536601e+00,5.339202102769000646e-01,6.944293563010670578e-01,6.480681002140045166e-01,5.586947194950120377e-02,5.928545618470000000e+11
8.181368882585406954e-01,1.774597302721200753e+00,5.701452492681549078e-01,6.989787261792437256e-01,6.536411643028259277e-01,5.649507758760652365e-02,8.834459492530000000e+11
