1.132033962026435026e+00,2.187922339895021828e+00,4.832259306669299814e-01,5.807985395318286947e-01,6.721208691596984863e-01,6.707427382390263038e-02,7.922289037620000000e+11
6.275215349262285303e-01,1.985783259474272588e+00,5.309783276693333942e-01,5.931613129275760121e-01,6.767221987247467041e-01,6.218892510287121755e-02,8.525807938310000000e+11
1.013016184714320644e+00,1.184247474185032400e+00,4.063762137846796407e-01,7.131335861818891564e-01,5.496613383293151855e-01,6.748646218118736773e-02,9.598896415970000000e+11
7.681822024503696111e-01,1.581623323952560778e+00,5.834566775249073745e-01,5.355358092207996856e-01,7.207707762718200684e-01,5.580160374270271006e-02,5.071058676930000000e+11
1.094679478056273192e+00,2.102053515501329350e+00,4.346159012843074931e-01,6.820739466229259751e-01,7.033925652503967285e-01,6.673558689784553355e-02,2.359337999080000000e+11
5.764177973976938318e-01,1.359461900317441074e+00,4.186935216415692551e-01,6.295994063022565257e-01,7.134989500045776367e-01,5.510952673301527938e-02,8.794227192690000000e+11
8.189461882470773224e-01,1.228483855656156365e+00,4.432263804418099529e-01,5.645979272327140697e-01,5.459198951721191406e-01,5.687536358500122624e-02,7.888888957660000000e+11
5.004126423727325301e-01,1.859209817407838194e+00,4.847240994769312916e-01,8.871548914881620673e-01,6.774623394012451172e-01,6.696243763825704409e-02,9.985051059930000000e+11
1.049443721802804763e+00,1.483110196490450727e+00,5.303997515627819626e-01,8.888003139679560016e-01,4.816137850284576416e-01,1.404933496360015743e-01,2.221377601510000000e+11
9.439514337221417417e-01,2.047712871656412137e+00,6.046409296252976961e-01,8.445508805575747679e-01,5.639441013336181641e-01,9.101694796736037318e-02,4.285106251800000000e+10
7.073545227172888250e-01,1.065182766674836801e+00,5.503515144867978659e-01,8.246316470133674414e-01,4.619274288415908813e-01,6.471173263240581619e-02,4.053725365850000000e+11
9.223529085893347190e-01,2.401062587008851335e+00,4.588603653179559316e-01,6.495040535000320414e-01,4.923007190227508545e-01,7.504512824284803596e-02,6.794953291980000000e+11
6.325259429825773605e-01,1.463930330783954403e+00,5.749333150706972262e-01,7.919677839774156292e-01,7.268767654895782471e-01,5.999990910489882978e-02,8.769126046180000000e+11
6.760932053332384672e-01,1.512870144397521210e+00,4.727143683523089557e-01,6.699850812478456152e-01,5.848403871059417725e-01,5.377092587099185916e-02,8.562129687340000000e+11
8.135022224011611014e-01,2.225736543505469456e+00,5.481133204830270778e-01,8.012657149181937610e-01,6.669553816318511963e-01,6.676802382778401768e-02,9.629433370300000000e+11
7.722626289998758553e-01,1.659058120606290432e+00,4.487709882140626938e-01,7.375384462200926805e-01,6.391895413398742676e-01,5.586078622884560474e-02,6.791003506420000000e+11
1.165716550582089006e+00,1.785091668736190407e+00,5.483496397323825988e-01,6.674689123922687983e-01,5.813408195972442627e-01,6.974136826288690472e-02,8.434055898580000000e+11
6.479598766262943954e-01,2.042303444380093591e+00,4.394938153146725202e-01,9.345152129636721261e-01,4.811700284481048584e-01,8.907198712444741595e-02,5.046560332360000000e+11
1.070271698194699583e+00,1.314400842256052471e+00,5.796262737836888057e-01,5.265890399593721183e-01,5.741676092147827148e-01,6.477754738533136880e-02,6.697136304100000000e+10
1.001785385847715260e+00,1.898792658594113725e+00,5.259373355131120586e-01,7.521623899207166009e-01,6.829568147659301758e-01,6.408638515218700871e-02,7.616293875000000000e+09
8.962479398048750490e-01,1.018091087247909643e+00,5.424204448254734690e-01,6.281183898650716246e-01,6.050977408885955811e-01,5.998159838385475062e-02,1.877514375440000000e+11
7.570406897078407749e-01,1.951870591824724777e+00,5.083586513135570639e-01,5.003464714678989012e-01,5.292900800704956055e-01,6.367709562258938583e-02,6.142978690230000000e+11
9.625210902675789271e-01,1.820223118405182472e+00,4.255115798715254916e-01,5.258884132786432186e-01,4.325456023216247559e-01,7.150565330074831749e-02,3.986862941930000000e+11
7.302142158509654646e-01,2.338900830881246673e+00,4.208828795856661142e-01,8.474144533714043082e-01,6.229839622974395752e-01,6.934282091765142653e-02,7.702921341120000000e+11
