6.172747576876682629e-01,2.257176744450903438e+00,5.843901372611400857e-01,5.814315946608233920e-01,7.323620617389678955e-01,6.782779166793606596e-02
1.033409544856467965e+00,1.814187802158667928e+00,4.868125818798740290e-01,7.473232403118535983e-01,6.137443482875823975e-01,6.424510708704811446e-02
5.332873921317450305e-01,2.180770080861831328e+00,4.142814419223084799e-01,6.258923129442987010e-01,7.555322349071502686e-01,7.266132953265069805e-02
4.190791396862714735e-01,1.115082379924732692e+00,5.600948366619155072e-01,6.475179485763216114e-01,7.119437456130981445e-01,4.967684540338157539e-02
5.729265852050218211e-01,1.431170091471216654e+00,5.478664795345323801e-01,6.910845437698293070e-01,6.628095805644989014e-01,5.137853560078353699e-02
1.004924398996252854e+00,2.004548662394216585e+00,4.383690368878598309e-01,6.158440120277250962e-01,6.301515698432922363e-01,6.319057316897735976e-02
7.972541265563406476e-01,2.505965451319120074e+00,6.036180452086947756e-01,8.702232639703387784e-01,6.036124229431152344e-01,1.015678726402284848e-01
6.654823539392429321e-01,1.348310650467240634e+00,4.674189353966225480e-01,7.088189531570664448e-01,7.452838122844696045e-01,5.471119309207517212e-02
5.664817928793336455e-01,2.049569381620161224e+00,5.163983637068713106e-01,8.070079692904387203e-01,7.785483598709106445e-01,7.303432312518487457e-02
1.071739602432037586e+00,2.341061682400765065e+00,5.118993256267417857e-01,8.635793707289244336e-01,5.662825703620910645e-01,7.862982408836538539e-02
6.189247161539112030e-01,1.758374985101083476e+00,5.529262544602818741e-01,8.071130667383678015e-01,5.712287127971649170e-01,6.272700042593959413e-02
7.507164548371570989e-01,1.738629417881903727e+00,4.164662491837776148e-01,9.227614115748354884e-01,6.336029469966888428e-01,6.156126652666549237e-02
8.562173400717507654e-01,1.612044609062839307e+00,5.233709069235874534e-01,7.411625583783966187e-01,6.374032795429229736e-01,5.637730922807437928e-02
5.697909795246391962e-01,1.079728204189358776e+00,4.899070840634711654e-01,8.910633562638727856e-01,6.928501725196838379e-01,5.640896466314637703e-02
6.765019368169751246e-01,2.463297088018953751e+00,4.341428257386582001e-01,7.384178014222688713e-01,7.493906319141387939e-01,7.540239610708576734e-02
6.534945357040954361e-01,1.082596826190868056e+00,4.494623146543152425e-01,5.598747582606180551e-01,6.120303571224212646e-01,5.198796137915284721e-02
1.114425154974254983e+00,2.103278250699196494e+00,5.513172934461505470e-01,5.506332182971160893e-01,6.624734997749328613e-01,6.410696053561748542e-02
4.655129827276652255e-01,1.302503786398273800e+00,4.253198289264984444e-01,8.793713249563356316e-01,5.912133753299713135e-01,5.299628687523416648e-02
7.603032771366555753e-01,2.151745706343243025e+00,4.685360079733472682e-01,6.772904693350542127e-01,6.009908914566040039e-01,6.366095265250648616e-02
5.312344142415547088e-01,1.795121443757946134e+00,5.494508962224587956e-01,6.110249194904812109e-01,6.545825302600860596e-01,6.288197353559210612e-02
7.418159408021647305e-01,1.958167361736874001e+00,4.347873474710760577e-01,8.270556389092604821e-01,7.071601152420043945e-01,6.029202418303780675e-02
1.021901333828567182e+00,1.704024157698017961e+00,5.997387199923680523e-01,6.660463177049178451e-01,6.943159699440002441e-01,6.178964783294327301e-02
8.043913339180257527e-01,1.596556852276772576e+00,4.219706785989875697e-01,5.849151890531552045e-01,5.660383701324462891e-01,5.638981719014235505e-02
1.044565980747055312e+00,1.258505712406653432e+00,4.454455653980240459e-01,6.316393365008978744e-01,6.760823428630828857e-01,6.479690113592684320e-02
5.201603436776111034e-01,2.323742526715552703e+00,4.523033137795298697e-01,8.361684425346556093e-01,6.562017500400543213e-01,7.660932533637831998e-02
4.978371067716813592e-01,1.556822821460767781e+00,4.514290400351466115e-01,8.678960941080717806e-01,6.905926465988159180e-01,5.860623876538417765e-02
5.842864605406620226e-01,2.454216149100138633e+00,4.915444619993520337e-01,9.428126220363792775e-01,5.617416799068450928e-01,9.976979001636454569e-02
8.283696368559162471e-01,2.177507961926369084e+00,4.851790446679469793e-01,8.760449631921981561e-01,7.410525381565093994e-01,8.077701169428797012e-02
9.288754010840228892e-01,2.033758612510710329e+00,5.051957856985057616e-01,6.690725026170174505e-01,5.514384508132934570e-01,5.974753846470926000e-02
1.168330038649066704e+00,1.902369097861629221e+00,4.672553901372241136e-01,6.073540959055186983e-01,6.602404415607452393e-01,6.655960265725557878e-02
9.489451101076095130e-01,2.002255915021537547e+00,5.713804709014430605e-01,8.462924607824241496e-01,5.924415290355682373e-01,8.163404213824798639e-02
8.097455012279575204e-01,1.649952660922379133e+00,4.645411239082530286e-01,7.858535321429817033e-01,5.987174212932586670e-01,5.478846044103247159e-02
9.639823720382298955e-01,1.319720114250984899e+00,5.171722873996330572e-01,6.460772900438768174e-01,5.587854981422424316e-01,6.294449588350348179e-02
7.341768644203879868e-01,1.196379695189316639e+00,5.415858561396620363e-01,7.825661903789832285e-01,6.726359724998474121e-01,5.701080865625640648e-02
7.464626613002622868e-01,1.253406128604465319e+00,6.045252431421873629e-01,5.951076498884333432e-01,7.108501791954040527e-01,5.464834099152304780e-02
4.722915722165193508e-01,1.367285062049201638e+00,5.984670748392206807e-01,7.794929627162414665e-01,7.163036465644836426e-01,6.171596825987191171e-02
7.244675804182919565e-01,1.531500576451141127e+00,5.732795278023297136e-01,6.376302059445930759e-01,6.096253097057342529e-01,5.206956229903347833e-02
1.092793677446166178e+00,2.310145025369615190e+00,4.233232796357803140e-01,7.693523914625921556e-01,5.641341805458068848e-01,6.775167802311998777e-02
4.452800364151094925e-01,1.702841614159828598e+00,4.564452878771586564e-01,6.547436832456998701e-01,7.850940525531768799e-01,6.525029078075983424e-02
7.098554012417405135e-01,2.361484622807790146e+00,5.175619723350831647e-01,6.563592411250933623e-01,6.902385652065277100e-01,6.666387022045872079e-02
8.071459912805819537e-01,2.178700781755229521e+00,5.759845897682417393e-01,7.269820654344009148e-01,7.483757734298706055e-01,6.686989316883995560e-02
8.606218229630614447e-01,2.396793923982079466e+00,5.798661913550634539e-01,8.420047571419506660e-01,7.052349746227264404e-01,9.111399200943737231e-02
1.055153625847001564e+00,1.893283463586314719e+00,4.812935078417364676e-01,8.462407458127804150e-01,6.698577702045440674e-01,9.366671353830124946e-02
8.345096944458559873e-01,1.457157148543920755e+00,4.943630866775635679e-01,5.493626452506026325e-01,6.816766262054443359e-01,5.716162437672944741e-02
6.341388221514769885e-01,1.943194190093624263e+00,5.486748689484987063e-01,9.003791490747665716e-01,6.710872054100036621e-01,8.217642121733825800e-02
8.710582430400692910e-01,1.483827388643871537e+00,4.081097379077265330e-01,7.665325641883865559e-01,6.456676721572875977e-01,5.905430480654316749e-02
6.941810382502429100e-01,1.028672805366183995e+00,4.886480664342086611e-01,8.630603464187357465e-01,6.275055706501007080e-01,5.625403701464670725e-02
8.905832869287140241e-01,2.397964228815331111e+00,5.306544913417285958e-01,5.667919850036873264e-01,7.423948645591735840e-01,6.777513858048922479e-02
6.284441383897837463e-01,1.925462512083838673e+00,5.254436225343992461e-01,7.618383765298032406e-01,7.529068291187286377e-01,6.327901029573945735e-02
1.079646678014018368e+00,2.511564552428800390e+00,5.527703922368876199e-01,6.933955025578962816e-01,6.780839264392852783e-01,6.931126244785723589e-02
9.623610694025478418e-01,2.549091713973851814e+00,4.599999150720655017e-01,7.164196552761787906e-01,7.078407406806945801e-01,6.949647397375768865e-02
