1.133711337628699356e+00,1.565785013412804627e+00,4.808563267351732562e-01,7.012935736339509507e-01,4.267909079790115356e-01,8.024175644921094364e-02,8.102848110160000000e+11,4.121559894693332948e-02,6.418453796378326137e-02,9.724479847155744761e-01,1.016336957596882584e+00,8.283237173004371900e-01,6.496080171877561815e-01,1.602019747897227786e+00,1.601506771932413864e+00,3.649221323060878874e-01,-1.205261500298989577e-07,4.859255393698437331e+01,4.859626182182456944e+01,-1.366887713305015950e+01
6.497092403261969240e-01,1.738993458946110016e+00,4.517842561595166728e-01,9.442398664234019634e-01,4.869767576456069946e-01,8.250074498139459145e-02,1.259772885070000000e+11,7.754098796848812869e-02,1.119445504500841682e-01,9.289703761313544694e-01,1.017758928341508717e+00,9.558883683031674794e-01,6.791179471275144985e-01,1.607222900226869200e+00,1.606851983087359992e+00,3.758341127584792773e-01,-2.121689826293011241e-06,6.498050797115953969e+01,6.498141699858238951e+01,-2.707502140328986684e+01
6.645443464854441373e-01,1.870425075519178471e+00,5.679928933362460297e-01,5.483540262895095774e-01,7.534575462341308594e-01,5.995816735183756574e-02,9.042719128840000000e+11,4.434962711475123887e-02,5.965300656058172835e-02,1.003140793430181255e+00,9.976066384195763082e-01,1.542237876180558187e+00,1.210015671093903844e+00,1.603356489494312198e+00,1.600051358488142172e+00,3.636829355708291467e-01,-1.392250916041693279e-04,6.331980167420577033e+01,6.334510636284944951e+01,-3.952919110572965167e+01
1.117289494518191706e+00,1.668957631239432970e+00,4.925361693083475934e-01,5.359965699420053964e-01,6.621643602848052979e-01,6.672731744591753333e-02,7.086137707970000000e+11,3.505269074580267402e-02,4.930535784887093986e-02,9.991746836954554789e-01,9.995874158884368033e-01,1.295453923520523354e+00,1.001262855426382048e+00,1.599809760253124047e+00,1.599340583273952454e+00,3.971261929975013483e-01,-3.343690852301174209e-05,4.983833854034004673e+01,4.986483538009110816e+01,-1.716057990614276463e+01
9.906023012418114781e-01,1.613935966052020499e+00,4.072388303653105002e-01,7.904955440375641684e-01,6.605702936649322510e-01,6.878741385951936405e-02,6.994146917960000000e+11,4.239356446661578237e-02,6.313716539002525718e-02,1.005824243840707455e+00,1.003593918879260638e+00,1.342591981664216449e+00,9.868917016911185058e-01,1.603264120656848979e+00,1.599395350310290675e+00,4.190829515192076027e-01,-3.301199698366913041e-05,5.467244264160131451e+01,5.468803995730682743e+01,-1.231008891853863751e+01
7.904280142452483338e-01,1.360863684762399384e+00,5.019590971774471333e-01,8.226931694571051334e-01,6.189343631267547607e-01,5.987932905156423402e-02,7.793757096710000000e+11,5.190631786274135795e-02,6.499258801691550069e-02,1.000637711730367974e+00,1.007784267346903295e+00,1.235316893554792017e+00,1.001576349371060326e+00,1.603607521388368484e+00,1.602250719701165060e+00,4.313418947641935453e-01,-1.471717404976214975e-05,5.598635902531806607e+01,5.598790538299429187e+01,-1.281917913996805325e+01
9.344594663465416451e-01,2.358070017634834148e+00,4.981242646604515101e-01,7.398546993117463000e-01,4.891713410615921021e-01,7.565508413191657233e-02,1.347054262160000000e+11,4.866462247726594664e-02,7.539778551339978985e-02,9.695878966533212351e-01,1.003327183709855408e+00,9.167173045534549036e-01,6.291181566998407249e-01,1.604084367572961023e+00,1.603306683541264821e+00,3.247039999526781795e-01,-1.115815452965273997e-06,5.993869821238256179e+01,5.993286946730465559e+01,-3.831773261089746541e+01
1.020391818727350630e+00,2.120890799835029927e+00,5.391258783445309621e-01,5.201125866469969994e-01,5.339669287204742432e-01,6.683403612965066465e-02,3.945674892870000000e+11,3.458849928003334545e-02,5.699366232903531337e-02,9.834960532453675963e-01,1.018514828442558473e+00,9.628810699721687127e-01,7.227291582249328883e-01,1.601920691808351505e+00,1.601967721263829247e+00,3.277222302281141419e-01,-1.756546169277274027e-06,5.517653915883138183e+01,5.517791328204879875e+01,-3.215191192338374293e+01
5.955533942123740765e-01,2.282271213671180021e+00,5.820076425497824335e-01,6.862918629375073243e-01,6.179365813732147217e-01,7.829718745625735554e-02,1.492538355590000000e+11,5.448526361448768895e-02,8.326212426036617986e-02,9.804493245543908220e-01,1.035805834822115079e+00,1.259989403038217493e+00,9.902182253842410908e-01,1.603945896853580466e+00,1.609353290939994130e+00,2.905768844645091331e-01,-3.383130777057762734e-05,6.807046090112156378e+01,6.805992492809355099e+01,-5.284379544243851967e+01
8.841810240372705021e-01,2.115721752257350818e+00,5.259320829778885154e-01,7.258520423991912107e-01,7.252727448940277100e-01,6.502984872129757843e-02,2.956048190620000000e+11,4.396602406367056820e-02,6.410130572092971601e-02,1.007211235737483612e+00,1.001925799667792161e+00,1.485450049126532335e+00,1.076665882537692021e+00,1.603037983473832861e+00,1.599782501124918488e+00,3.634296235027390520e-01,-1.106010122069338894e-04,5.923237595490837037e+01,5.925088912797706797e+01,-3.544744307386810078e+01
