7.445280333649805238e-01,1.599982673132778643e+00,5.151868974631839126e-01,7.616205362280407121e-01,4.494223743677139282e-01,6.757771905108111987e-02,3.531677361410000000e+11,5.366205882480092060e-02,7.676996635429596261e-02,9.461404704532146992e-01,9.589597759144622424e-01,8.484232069965815803e-01,6.589873857513751654e-01,1.605252159172550597e+00,1.606479279946674943e+00,3.378585258592556873e-01,-4.259296090804387096e-07,5.910120439336100873e+01,5.910492917498818599e+01,-2.622167915875201416e+01
6.210631549602666501e-01,1.526418661546716571e+00,4.759637920137038125e-01,9.164621790249106725e-01,5.956094861030578613e-01,6.019455789422245573e-02,6.661498235430000000e+11,5.511139741887184640e-02,8.527779155333316263e-02,9.657306999131133329e-01,9.863477574047604390e-01,1.159395998306099074e+00,9.157275601028068701e-01,1.603166085390357098e+00,1.605948777146389395e+00,3.986952409642586792e-01,-1.582428129075448946e-05,6.395976956196908247e+01,6.395884498359389880e+01,-2.210958643862997874e+01
5.137515938514983782e-01,1.714895331737822604e+00,5.004553654511605387e-01,8.488464484403828170e-01,5.081266015768051147e-01,7.098216942742308078e-02,1.964797113460000000e+11,6.836714226575210662e-02,9.557544135424833609e-02,9.252866565140248634e-01,1.053825973262535909e+00,1.053706899646891015e+00,7.801268257523213956e-01,1.609266919438847143e+00,1.610802920629345492e+00,3.312133678356299904e-01,-5.910730735308944476e-06,6.884581476147035062e+01,6.883738248600509735e+01,-3.519461394023240786e+01
8.833128931431835085e-01,1.134875757026188259e+00,4.966281629387383489e-01,6.292743199727603987e-01,4.254136830568313599e-01,6.632431148303397084e-02,5.746626935250000000e+11,4.072881413221748209e-02,5.452145340488343678e-02,9.612192875625522603e-01,1.011517535292721481e+00,8.002556743089843660e-01,7.245894684053388879e-01,1.603311092380595326e+00,1.601508990960064605e+00,3.882312115472205671e-01,-1.063016821219797779e-07,5.015071249452442714e+01,5.015693170407286772e+01,-4.781239165640445599e+00
7.865259666133145311e-01,1.774030363731091464e+00,4.790368727346144828e-01,5.084247469305041012e-01,7.162468731403350830e-01,5.866131322173895324e-02,2.744529401160000000e+11,3.912091311641803515e-02,5.374926967687151946e-02,9.959636619959932879e-01,9.935242119155106577e-01,1.432761898996728789e+00,1.064584628094555452e+00,1.602454177717972161e+00,1.599728287875539445e+00,4.079027827780475901e-01,-8.594010886668539497e-05,6.042362890386225871e+01,6.044804907351962697e+01,-2.638960141414685978e+01
6.257733483403377095e-01,2.004280401948838719e+00,5.135365865370780103e-01,5.226792161243710710e-01,6.585676074028015137e-01,6.237969449814129153e-02,5.571341101000000000e+10,4.280590681927400054e-02,6.704092892079278887e-02,9.891986041344662528e-01,1.023666961037199341e+00,1.353581730812056128e+00,9.567808099963025503e-01,1.602846316365668322e+00,1.603592185167761253e+00,3.393993426970519645e-01,-4.660871187108146275e-05,6.663275446358488807e+01,6.662291215696480151e+01,-4.068593586554984398e+01
1.145694690869510701e+00,2.285584602391340869e+00,5.006370156618538125e-01,6.140017768279542043e-01,6.514060497283935547e-01,6.761540502112139972e-02,3.989352762050000000e+11,3.785350106792757102e-02,5.395942328636794266e-02,1.001259579822706192e+00,9.969873825823959423e-01,1.241805645968841354e+00,8.786625372914808052e-01,1.601247810330656662e+00,1.600043840403960749e+00,3.816293467088365254e-01,-2.557126826580582293e-05,5.420351165020220208e+01,5.421690699522805801e+01,-3.135864170810519980e+01
9.839796538643104107e-01,1.439165258510775702e+00,4.915408762292660660e-01,5.422564065346356932e-01,4.872349649667739868e-01,6.404283266398891339e-02,9.013766590010000000e+11,3.404258957891338061e-02,5.433079022339007413e-02,9.802139484485998810e-01,1.007499965990997337e+00,8.932108313531003096e-01,7.262780821538498133e-01,1.601625215063678942e+00,1.601341937254743941e+00,3.642625187485721838e-01,-7.072722840108352784e-07,5.097818141686597215e+01,5.098343297539824448e+01,-1.261379653843219728e+01
9.568022619316512989e-01,1.964553251523640354e+00,4.888364652654046405e-01,8.563446527331463054e-01,5.551850795745849609e-01,6.902825187147698660e-02,5.046237162600000000e+11,4.867369775635315560e-02,7.494854637981830658e-02,9.762181856112954748e-01,1.008552906107842428e+00,1.059392484397526646e+00,7.757301866586580052e-01,1.604650182678456272e+00,1.603787580231127219e+00,3.673112846272934551e-01,-3.687724783132873293e-06,5.668850575494518296e+01,5.668777274791267473e+01,-2.743595385039598966e+01
1.021520498237151964e+00,1.872656691205616841e+00,4.987204391622138688e-01,5.872605257568186410e-01,3.867476284503936768e-01,8.347494075461447949e-02,7.294208694970000000e+11,4.396513411203784721e-02,7.709202241689715185e-02,9.583419676969251455e-01,9.966558656934575433e-01,7.348714836159245811e-01,5.498931544545425654e-01,1.602592915950509900e+00,1.602824305296042029e+00,3.003274224829103889e-01,-7.512189633930302456e-08,5.368413951706976661e+01,5.368199177811298739e+01,-2.514660301833248113e+01
