7.345035866989437778e-01,1.372959974884986334e+00,5.098354468590245991e-01,6.464886499704344258e-01,6.779228746891021729e-01,5.248891251193943397e-02
1.061588248995590789e+00,1.815273314839002561e+00,5.010958204501424484e-01,6.443030471711870266e-01,6.650256216526031494e-01,6.266070563095815782e-02
5.799637940077697618e-01,1.256853607857759902e+00,5.094285782651446493e-01,6.473839087856825270e-01,6.934362947940826416e-01,4.995083984257786547e-02
6.589178285821638559e-01,1.850871191218519396e+00,5.136535575411690369e-01,6.431562329205490203e-01,6.990330815315246582e-01,5.841966587306335335e-02
4.726126702782921796e-01,1.159112648333761264e+00,5.077488113999248931e-01,6.475744891672939874e-01,7.070541679859161377e-01,5.156590982674247314e-02
1.018147870452648762e+00,2.476123637615225359e+00,5.101441756166010810e-01,6.437415852556435114e-01,6.786388754844665527e-01,6.684376176109096956e-02
1.085820106837089405e+00,2.049151881993570345e+00,5.118670542498485743e-01,6.395676221788917371e-01,6.659520566463470459e-01,6.449440791410276930e-02
8.262759136223392087e-01,1.526887988937536633e+00,5.008081394291372668e-01,6.454714215260766164e-01,6.670861244201660156e-01,5.613213385657545018e-02
6.578622868105800103e-01,1.089039057349105333e+00,5.106936112166582387e-01,6.419956258944549132e-01,6.709027588367462158e-01,5.168480021676635783e-02
9.880760623089757111e-01,1.710957268773587669e+00,5.099914208073724753e-01,6.408600051952525467e-01,6.636021137237548828e-01,6.043570129588626827e-02
8.916345335222054524e-01,2.377866175133012128e+00,5.090860224724683691e-01,6.446906151435413124e-01,6.910345256328582764e-01,6.403152407211176733e-02
5.320132128847727682e-01,1.449828896194278238e+00,5.135111295721582758e-01,6.444112241153471254e-01,7.003840506076812744e-01,5.399920854329409714e-02
8.948635794298567259e-01,1.423843051572827978e+00,5.099262798458813473e-01,6.411351836622340983e-01,6.526522934436798096e-01,5.976444940091751867e-02
9.094923577444614660e-01,1.877691407585500238e+00,5.094311976342830173e-01,6.459809245299964475e-01,6.699533462524414062e-01,5.954225260849377310e-02
1.044446624596465423e+00,1.352290599216309674e+00,4.910562227436821026e-01,6.484770545764512173e-01,6.537943482398986816e-01,6.290073510866800444e-02
1.052546815559604942e+00,2.160317549199323395e+00,5.081710816961537702e-01,6.461889292341748137e-01,6.662592589855194092e-01,6.466864728137222684e-02
6.952816137000740193e-01,2.535565800355859434e+00,5.105785293654803159e-01,6.444115519097680655e-01,7.027993202209472656e-01,7.060694308973469724e-02
6.218789633679887574e-01,1.745321646335143306e+00,5.096200832512018941e-01,6.459425285751029255e-01,7.017890512943267822e-01,5.727537906632684805e-02
7.480951280099842338e-01,2.219352850736819427e+00,5.104549447910611271e-01,6.438927916252198402e-01,6.976401805877685547e-01,6.311700295626210266e-02
9.599839143733106539e-01,1.939061258915089514e+00,5.054823753252813967e-01,6.472111157374637047e-01,6.689458191394805908e-01,6.100163300549310552e-02
1.158540630829544060e+00,2.361371369978749968e+00,4.996580586224548814e-01,6.464363131468732204e-01,6.640432775020599365e-01,6.862002763447405673e-02
5.546624835843151358e-01,2.476518147128107916e+00,4.985455923279132895e-01,6.538155328828965107e-01,7.090060412883758545e-01,7.755254899529095969e-02
1.113575711094552112e+00,1.558830067590176505e+00,5.020448891189340790e-01,6.455402700723680276e-01,6.453851461410522461e-01,6.719313985497210595e-02
8.028697226418818333e-01,2.112378756633941368e+00,5.100944278242721674e-01,6.451558707580439256e-01,6.879614591598510742e-01,6.021490284831343409e-02
7.657508406043412874e-01,1.605782972313384072e+00,5.093354799613331041e-01,6.460032336490563187e-01,6.773933470249176025e-01,5.522123373817100500e-02
9.452104375646888101e-01,1.030295382705963991e+00,5.036992548246158607e-01,6.441993782451167494e-01,6.382456123828887939e-01,6.267281552688119817e-02
4.952157552756681902e-01,2.006433443400762684e+00,5.142403758933257185e-01,6.439815682741782954e-01,7.079493105411529541e-01,6.663636113103599268e-02
